타임스탬프,0. 당신의 성함,0. 당신의 이상형,0.1. 나의 동물상,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/03/01 10:17:25 AM GMT+9,문은별,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,3,4,4,4,3,5,4,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",5,
2026/02/21 9:32:19 AM GMT+9,조림우,곰상,강아지상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,1,2,5,4,4,2,4,2,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/23 2:21:57 PM GMT+9,서찬솔,여우상,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,4,1,5,5,2,3,5,4,3,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/06 6:28:18 AM GMT+9,남혜빈,여우상,공룡상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,1,5,5,5,4,5,5,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/04 9:50:33 PM GMT+9,임라찬,쥐상,너구리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,4,5,4,1,1,4,2,3,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/03/07 3:38:51 PM GMT+9,허연민,여우상,여우상,3명,딸2 아들1,경제적 안정 후,의학적 도움 적극 시도,1,5,5,5,4,2,5,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/05 3:08:39 AM GMT+9,유별성,곰상,코알라상,그 이상,되는대로,결혼 후 3~5년 이내,의학적 도움 적극 시도,2,1,5,5,3,5,3,3,3,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/08 5:44:08 PM GMT+9,허나라,고양이상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,1,3,3,4,4,2,4,3,1,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",1,
2026/02/20 7:37:56 PM GMT+9,장혜율,고양이상,고양이상,2명,오직 딸,결혼 즉시,의학적 도움 적극 시도,5,2,4,5,4,4,2,2,4,2,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",4,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/03/07 7:48:54 AM GMT+9,심훈아,강아지상,곰상,2명,되는대로,경제적 안정 후,무자녀;입양 고려,1,1,5,5,3,5,3,3,2,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/26 9:34:06 PM GMT+9,홍솔준,꽃돼지상,꽃돼지상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,3,3,4,1,5,4,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/03/02 9:50:37 PM GMT+9,오수나,고양이상,고양이상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,4,1,5,4,3,2,5,1,1,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/02 1:16:35 PM GMT+9,장온경,여우상,여우상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,5,4,4,4,5,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/04 5:01:22 PM GMT+9,안우우,말상,곰상,3명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;의학적 도움 적극 시도,5,2,5,5,4,4,4,5,5,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/24 10:19:12 PM GMT+9,이담서,강아지상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,5,5,5,5,2,5,1,4,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",2,
2026/02/23 9:13:29 AM GMT+9,배태지,여우상,알파카상,1명,오직 딸,경제적 안정 후,무자녀;입양 고려,2,1,5,4,2,2,4,4,1,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/27 4:06:10 PM GMT+9,안온온,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,5,4,4,2,2,4,4,4,4,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/24 1:04:02 AM GMT+9,노하라,말상,꽃돼지상,2명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,4,4,2,4,4,4,3,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/24 4:18:15 PM GMT+9,배성림,여우상,사슴상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,2,1,4,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/22 4:07:49 AM GMT+9,장호담,고양이상,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,2,4,5,5,3,4,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/03/06 12:24:25 PM GMT+9,강윤라,여우상,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,3,5,4,4,5,4,3,3,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/26 8:53:09 PM GMT+9,김별연,강아지상,원숭이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,5,5,5,5,4,3,5,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/03 7:09:36 PM GMT+9,장훈연,토끼상,말상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,2,5,5,4,1,5,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/03/05 8:23:05 PM GMT+9,오하율,햄스터상,원숭이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,3,2,5,5,4,3,1,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/03/06 3:19:57 PM GMT+9,문지성,도룡뇽상,도룡뇽상,2명,오직 딸,결혼 즉시,무자녀,5,2,4,5,4,4,4,2,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",5,"자신이 좋아하는 일, 행복",3,
2026/02/22 4:10:47 PM GMT+9,하성우,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,3,2,4,1,5,3,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/02/21 12:00:02 PM GMT+9,안라성,말상,말상,그 이상,오직 딸,경제적 안정 후,무자녀,4,5,5,5,2,5,3,2,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/03/08 10:04:02 AM GMT+9,박태겸,꽃돼지상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,4,4,5,3,5,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",4,
2026/02/25 9:24:10 AM GMT+9,양도율,오리상,사슴상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,2,4,5,4,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",5,
2026/03/03 2:48:10 PM GMT+9,심지지,고양이상,사슴상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,4,1,1,5,5,5,5,4,3,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/03/02 6:36:47 PM GMT+9,유준겸,곰상,햄스터상,2명,되는대로,결혼 후 3~5년 이내,무자녀,1,1,5,5,3,5,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/28 9:26:47 PM GMT+9,송주온,곰상,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,3,4,5,4,2,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/02/22 10:06:10 PM GMT+9,오도도,고양이상,고양이상,3명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,4,1,5,5,3,2,4,4,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/03/05 2:46:14 AM GMT+9,양우겸,꼬부기상,늑대상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;무자녀,2,2,4,5,4,3,2,4,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",2,
2026/02/25 1:02:00 AM GMT+9,안도성,여우상,고양이상,3명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,5,5,4,2,5,5,2,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/06 4:11:25 PM GMT+9,배아아,강아지상,강아지상,3명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,2,5,5,2,3,2,4,2,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/27 5:51:20 AM GMT+9,하율민,여우상,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,3,2,4,4,4,3,2,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/03/06 10:12:48 AM GMT+9,장훈연,꼬부기상,꼬부기상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,3,2,4,4,4,1,4,4,1,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/07 11:33:27 PM GMT+9,권우담,여우상,여우상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,4,4,2,5,4,3,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",3,
2026/03/04 8:57:07 PM GMT+9,송태하,도룡뇽상,도룡뇽상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,3,2,4,5,4,2,1,3,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",3,
2026/03/02 5:37:56 PM GMT+9,오연라,알파카상,고양이상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,4,1,4,4,3,2,4,1,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/20 6:49:34 AM GMT+9,윤성예,늑대상,늑대상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,3,5,4,3,4,5,5,2,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",1,
2026/02/28 1:42:49 PM GMT+9,고영율,곰상,쿼카상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,2,5,5,3,1,2,4,4,4,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/07 11:28:54 AM GMT+9,노율태,강아지상,햄스터상,3명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,3,5,5,5,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",5,
2026/02/20 3:28:14 PM GMT+9,한예서,원숭이상,원숭이상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,1,2,5,4,2,5,4,3,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/23 7:03:45 PM GMT+9,황지은,알파카상,강아지상,1명,오직 딸,결혼 후 3~5년 이내,입양 고려,2,4,5,5,4,4,5,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/25 4:35:01 PM GMT+9,한은담,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,2,1,4,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/02/28 12:48:29 PM GMT+9,박하현,강아지상,말상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,5,5,5,1,5,5,5,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/26 10:31:04 PM GMT+9,한주진,여우상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,2,1,4,3,3,4,5,5,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/03/04 8:52:13 AM GMT+9,배서림,여우상,알파카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,3,5,5,5,4,2,4,5,4,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",2,
2026/02/22 10:32:00 PM GMT+9,강태훈,곰상,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,3,5,5,5,4,5,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",5,
2026/02/23 3:47:14 AM GMT+9,노율연,강아지상,고양이상,1명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,2,1,3,5,5,4,4,5,2,4,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/22 4:00:41 AM GMT+9,권예하,여우상,토끼상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,5,5,5,4,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/03/06 8:49:05 PM GMT+9,오담주,여우상,코알라상,그 이상,되는대로,경제적 안정 후,무자녀;입양 고려,1,1,5,5,3,5,2,4,1,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/02 10:28:15 AM GMT+9,한혜호,곰상,여우상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,1,3,5,5,4,2,2,4,1,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/02/23 9:46:37 PM GMT+9,정성도,강아지상,너구리상,1명,오직 딸,경제적 안정 후,무자녀,3,2,4,3,4,2,1,1,3,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",1,
2026/02/22 5:19:48 AM GMT+9,손은준,강아지상,쥐상,1명,오직 딸,경제적 안정 후,무자녀,3,2,4,4,4,2,1,4,2,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/08 12:52:19 AM GMT+9,이경겸,도룡뇽상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,2,4,5,3,3,5,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/03 11:40:00 PM GMT+9,백하준,여우상,여우상,1명,오직 딸,결혼 즉시,의학적 도움 적극 시도;무자녀,2,1,5,4,4,5,4,4,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 11:11:07 PM GMT+9,오율지,여우상,원숭이상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,1,2,5,4,4,5,5,1,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/03/02 2:45:12 AM GMT+9,윤수율,원숭이상,원숭이상,2명,오직 딸,경제적 안정 후,입양 고려,1,3,4,5,4,3,5,4,2,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/22 12:26:09 AM GMT+9,장온민,고양이상,꼬부기상,1명,오직 딸,경제적 안정 후,무자녀,3,2,5,5,2,4,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 5:26:33 AM GMT+9,허겸예,쥐상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,3,1,5,5,5,4,5,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/04 3:09:46 AM GMT+9,양지겸,여우상,꼬부기상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,4,2,5,4,3,2,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/06 5:19:55 PM GMT+9,허성율,여우상,말상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,1,1,1,5,4,5,5,3,4,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/05 8:30:46 PM GMT+9,손아준,여우상,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,2,4,5,4,2,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",5,
2026/03/02 7:02:49 AM GMT+9,허은주,꼬부기상,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,3,1,4,4,4,5,2,3,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/27 8:01:21 PM GMT+9,노성수,도룡뇽상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 즉시,입양 고려,1,3,5,5,2,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/21 1:09:12 PM GMT+9,전온예,여우상,사슴상,2명,오직 딸,결혼 즉시,의학적 도움 적극 시도,2,1,4,4,4,4,4,2,1,3,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",2,
2026/03/03 2:46:28 PM GMT+9,안경민,너구리상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀;입양 고려,1,1,4,4,2,4,1,5,2,1,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/08 9:58:05 AM GMT+9,김겸영,곰상,늑대상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,5,3,3,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/03/01 1:16:40 PM GMT+9,김도태,여우상,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;의학적 도움 적극 시도,2,1,4,4,4,4,2,3,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
