타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/25 2:26:54 AM GMT+9,최아민,꼬부기상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,1,2,5,4,4,5,5,2,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,창의적으로 문제를 해결하는 사람,2,
2026/02/25 7:25:48 PM GMT+9,심혜빈,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려;무자녀,1,1,5,5,3,2,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 8:22:09 PM GMT+9,조민아,고양이상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,5,5,3,1,5,5,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/27 3:08:39 AM GMT+9,배아민,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,1,3,5,5,4,3,2,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/02 4:38:32 PM GMT+9,조린솔,곰상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,3,3,4,2,5,4,4,1,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",1,
2026/02/24 1:04:07 PM GMT+9,강겸담,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,4,5,4,5,1,5,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/21 6:00:10 AM GMT+9,임예영,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,3,1,4,3,2,4,5,4,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",3,
2026/02/20 1:07:27 AM GMT+9,하민하,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,4,2,2,5,2,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/23 9:52:43 AM GMT+9,안성율,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,4,2,5,5,4,1,2,4,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/26 9:23:11 AM GMT+9,양빈라,고양이상,2명,딸2 아들1,경제적 안정 후,의학적 도움 적극 시도;무자녀,2,1,4,3,1,4,5,4,2,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",1,
2026/03/02 5:06:53 AM GMT+9,허진온,고양이상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도;무자녀,1,1,1,5,5,5,5,2,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",1,
2026/02/26 3:57:12 PM GMT+9,조훈훈,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,4,5,4,1,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 8:59:10 AM GMT+9,장아린,강아지상,2명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,4,5,4,4,5,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 4:54:25 AM GMT+9,문경영,오리상,2명,오직 딸,경제적 안정 후,무자녀,2,1,4,5,5,5,1,3,2,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/02/27 5:12:48 PM GMT+9,전지은,꽃돼지상,2명,오직 딸,경제적 안정 후,무자녀,3,2,4,4,4,5,3,4,3,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/21 9:39:53 AM GMT+9,배예혜,고양이상,1명,오직 딸,결혼 즉시,입양 고려;무자녀,2,1,5,5,4,4,4,3,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/02/23 2:09:51 AM GMT+9,한경율,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,2,5,4,5,2,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",4,
2026/03/02 8:35:55 PM GMT+9,송영예,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,1,3,4,4,2,4,1,4,4,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/24 8:46:13 PM GMT+9,하솔은,사슴상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,5,2,3,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",1,
2026/02/22 3:03:40 AM GMT+9,배담도,곰상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,2,1,5,5,5,2,1,3,1,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/25 6:47:20 PM GMT+9,윤준서,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,4,5,4,3,5,3,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/23 2:54:56 PM GMT+9,장하아,너구리상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,4,4,4,5,2,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/28 3:52:57 PM GMT+9,김별현,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,3,2,5,5,2,3,2,4,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,배려와 선의를 실천하는 사람,5,
2026/03/02 10:48:19 AM GMT+9,고린민,여우상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,5,2,4,5,2,4,5,3,1,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/28 7:33:54 AM GMT+9,노림림,여우상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,4,3,1,5,4,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/02/28 11:44:17 PM GMT+9,강린별,고양이상,2명,오직 딸,경제적 안정 후,입양 고려,1,1,4,5,4,3,1,3,2,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,창의적으로 문제를 해결하는 사람,2,
2026/02/25 2:44:45 PM GMT+9,임담진,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,4,2,5,5,3,1,3,4,4,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 7:22:06 AM GMT+9,송영주,여우상,3명,아들1 딸2,결혼 후 3~5년 이내,입양 고려;무자녀,4,1,5,5,2,4,4,3,3,1,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/25 3:35:09 AM GMT+9,허경율,꼬부기상,1명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려,4,2,4,5,4,2,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/28 10:37:48 AM GMT+9,오경하,오리상,2명,오직 딸,경제적 안정 후,무자녀,2,1,5,3,3,4,5,3,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/03/01 10:57:45 AM GMT+9,권영은,여우상,1명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,2,1,5,4,4,4,2,4,3,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",5,
2026/02/27 4:09:29 PM GMT+9,박나경,펭귄상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,4,2,5,5,2,3,4,4,2,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",3,
2026/03/01 5:55:55 AM GMT+9,임린서,곰상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,4,4,4,4,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",4,
2026/02/20 6:06:32 AM GMT+9,서수현,곰상,1명,딸2 아들1,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,1,3,5,5,4,4,5,5,2,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/28 5:14:40 AM GMT+9,백겸빈,사자상,1명,오직 딸,경제적 안정 후,무자녀,5,2,4,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,건강한 생활 습관을 가진 사람,2,
2026/03/01 7:05:40 PM GMT+9,권성혜,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,4,5,5,2,4,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",5,
2026/03/01 4:44:30 AM GMT+9,노현담,강아지상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀;입양 고려,4,1,4,3,3,5,5,4,4,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",2,
2026/02/28 1:33:02 PM GMT+9,최빈영,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,3,4,5,2,3,3,4,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",2,
2026/02/28 4:44:11 PM GMT+9,양나아,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,3,5,5,4,3,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",4,
2026/03/02 3:57:23 PM GMT+9,황찬현,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,5,5,3,2,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/02/20 9:07:59 AM GMT+9,박민현,강아지상,3명,아들1 딸2,결혼 후 1~2년 이내,무자녀,1,3,4,5,2,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 2:56:03 PM GMT+9,유태림,강아지상,2명,오직 딸,경제적 안정 후,입양 고려;무자녀,1,1,5,5,2,4,1,3,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",5,
2026/02/26 12:16:44 PM GMT+9,노나준,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,4,5,4,5,4,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",5,
2026/02/27 3:05:34 PM GMT+9,오주솔,고양이상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;무자녀,1,1,5,5,2,4,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/26 4:51:54 AM GMT+9,고빈영,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,1,5,5,5,5,3,3,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",2,
2026/03/01 11:47:16 PM GMT+9,조민은,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려,4,1,5,3,2,4,1,3,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",4,
2026/02/24 2:17:04 PM GMT+9,양라겸,곰상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,4,4,5,5,4,2,4,4,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/20 9:04:05 PM GMT+9,양별나,너구리상,2명,오직 딸,경제적 안정 후,무자녀,4,2,4,4,4,4,2,3,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/20 6:42:44 PM GMT+9,신도수,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,2,5,5,2,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/27 2:26:05 PM GMT+9,조은영,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,5,5,5,5,2,4,1,4,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",5,
2026/02/27 5:41:34 PM GMT+9,서경훈,꽃돼지상,3명,"딸 2명, 아들 1명",경제적 안정 후,입양 고려,2,1,4,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/22 11:03:47 AM GMT+9,조우온,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,5,3,5,5,2,4,2,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,창의적으로 문제를 해결하는 사람,3,
2026/03/01 5:34:20 AM GMT+9,고빈율,다람쥐상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,3,1,4,4,4,2,4,1,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/25 1:38:28 PM GMT+9,임지은,곰상,2명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,1,1,1,5,5,5,5,3,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",1,
2026/03/01 4:52:48 PM GMT+9,백주아,고양이상,1명,오직 딸,경제적 안정 후,무자녀,4,1,5,4,3,1,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/03 1:29:24 PM GMT+9,양훈영,꼬부기상,그 이상,되는대로,경제적 안정 후,의학적 도움 적극 시도;무자녀,1,1,5,5,5,5,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/20 4:00:32 AM GMT+9,정율예,여우상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀,5,2,4,5,4,4,4,1,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",4,
2026/02/27 3:44:02 PM GMT+9,이연나,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,5,5,2,4,5,3,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/02/26 1:41:13 PM GMT+9,장림지,여우상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,5,3,3,5,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,다른 사람을 존중하고 협력하는 사람,2,
2026/03/03 1:18:30 PM GMT+9,최경윤,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,2,3,5,3,4,4,3,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/20 10:28:37 PM GMT+9,하온담,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,4,5,4,3,5,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/20 2:20:41 PM GMT+9,정연훈,여우상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려;무자녀,3,2,5,5,2,4,2,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",2,
2026/02/28 3:47:56 PM GMT+9,손도윤,고양이상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,4,1,4,5,4,2,1,3,2,2,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 12:02:33 AM GMT+9,송태진,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,5,5,2,4,5,4,3,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",5,
2026/02/22 11:37:02 PM GMT+9,김연태,곰상,2명,오직 딸,경제적 안정 후,입양 고려;무자녀,3,1,5,5,3,4,4,1,2,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,실패해도 다시 도전하는 용기 있는 사람,3,
2026/02/26 7:26:44 PM GMT+9,김담호,강아지상,그 이상,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,1,5,4,3,5,3,3,2,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/01 7:10:04 PM GMT+9,안빈성,꼬부기상,1명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,4,1,5,4,4,2,4,1,1,2,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/01 9:45:59 PM GMT+9,전나영,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,5,1,4,5,4,4,4,1,4,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/26 11:47:45 PM GMT+9,권지온,강아지상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,4,5,4,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",1,
2026/02/20 4:32:34 PM GMT+9,전지하,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,4,3,2,4,5,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/02/27 6:45:17 AM GMT+9,송은나,여우상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,5,4,5,5,5,5,5,4,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/24 11:20:41 PM GMT+9,최별태,고양이상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,5,5,2,4,5,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,정서적으로 안정되고 공감할 줄 아는 사람,5,
